EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,TenureRatio,OverallSatisfaction,SalaryToAgeRatio,SalaryToTenureRatio,PromotionRate,RoleStability,TravelImpact
1194,36,0.0,Non-Travel,635,Sales,10,4,Medical,1,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,36-45,1.0,3.0,277.22222222222223,998.0,1.1111111111111112,0.3,0
1195,43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,36-45,1.0,3.75,394.3953488372093,678.36,6.25,0.48,2
1196,26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,26-35,0.4,2.25,167.84615384615384,2182.0,1.0,1.0,2
1197,27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,1,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,26-35,0.8,2.25,112.62962962962963,760.25,4.0,0.75,1
1198,42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,1,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,36-45,0.25,3.0,49.833333333333336,1046.5,1.0,1.0,2
1199,34,0.0,Travel_Rarely,1326,Sales,3,3,Other,1,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,26-35,0.8666666666666667,3.0,139.97058823529412,366.0769230769231,4.333333333333333,0.6923076923076923,1
1200,55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,46-55,0.7916666666666666,2.25,249.0,720.7894736842105,6.333333333333333,0.3684210526315789,1
1201,42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3,36-45,0.29411764705882354,2.75,124.54761904761905,1046.2,5.0,0.6,1
1203,33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,26-35,0.75,3.0,130.36363636363637,1434.0,3.0,0.6666666666666666,2
1204,30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,26-35,1.0,3.0,89.76666666666667,2693.0,1.0,0.0,1
1205,35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,1,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,26-35,0.8,3.0,64.51428571428572,282.25,8.0,0.0,1
1206,42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,1,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,36-45,0.6666666666666666,2.75,122.73809523809524,859.1666666666666,6.0,0.6666666666666666,1
1207,40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,36-45,0.3333333333333333,3.25,90.425,3617.0,1.0,1.0,2
1208,34,0.0,Travel_Rarely,304,Sales,2,3,Other,1,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,26-35,1.0,3.5,184.52941176470588,1045.6666666666667,6.0,0.8333333333333334,1
1209,50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,46-55,0.9642857142857143,2.5,340.92,631.3333333333334,1.8,0.37037037037037035,1
1210,45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,36-45,0.6666666666666666,2.75,76.71111111111111,575.3333333333334,6.0,0.8333333333333334,1
1211,21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,1,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,18-25,1.0,3.0,129.33333333333334,2716.0,1.0,0.0,1
1212,37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2,36-45,0.17647058823529413,1.75,105.94594594594595,1306.6666666666667,3.0,0.3333333333333333,1
1213,33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,26-35,0.7777777777777778,2.75,141.87878787878788,668.8571428571429,7.0,1.0,2
1216,47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,46-55,1.0,3.0,356.4255319148936,644.3076923076923,8.666666666666666,0.5384615384615384,1
1217,30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,26-35,1.0,2.5,67.76666666666667,2033.0,1.0,0.0,2
1218,27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,26-35,1.0,2.75,274.51851851851853,823.5555555555555,9.0,0.7777777777777778,1
1220,50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,46-55,1.0,2.25,358.48,578.1935483870968,2.2142857142857144,0.1935483870967742,0
1221,29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,26-35,1.0,2.5,79.96551724137932,2319.0,1.0,0.0,1
1222,36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,1,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,36-45,0.2727272727272727,1.75,156.86111111111111,1882.3333333333333,3.0,0.6666666666666666,1
1223,45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,36-45,0.04,2.25,216.0888888888889,9724.0,1.0,0.0,1
1224,50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,46-55,0.2222222222222222,2.25,135.92,1699.0,4.0,0.75,2
1227,33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,26-35,1.0,2.25,166.3030303030303,914.6666666666666,6.0,0.8333333333333334,2
1228,46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,46-55,0.5,3.25,160.41304347826087,1229.8333333333333,6.0,0.5,1
1231,54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,46-55,0.5625,3.0,198.61111111111111,1191.6666666666667,1.2857142857142858,0.7777777777777778,1
1232,47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,46-55,0.875,2.75,96.53191489361703,648.1428571428571,1.0,0.8571428571428571,1
1233,33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,26-35,0.8333333333333334,3.25,215.27272727272728,1420.8,5.0,0.0,1
1234,35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,26-35,1.0,3.0,305.2857142857143,628.5294117647059,3.4,0.8235294117647058,1
1235,39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,36-45,0.5555555555555556,2.5,173.89743589743588,1356.4,5.0,0.8,0
1236,38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2,36-45,0.2,3.25,151.18421052631578,2872.5,2.0,1.0,1
1238,54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,46-55,0.6923076923076923,2.75,197.88888888888889,1187.3333333333333,1.2857142857142858,0.4444444444444444,1
1239,37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,36-45,0.05555555555555555,2.75,113.43243243243244,4197.0,1.0,0.0,1
1240,20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,18-25,1.0,1.75,151.65,1516.5,2.0,1.0,1
1241,40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,36-45,0.1,2.75,127.35,5094.0,1.0,0.0,2
1242,51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,46-55,0.9354838709677419,2.25,389.15686274509807,684.3793103448276,2.6363636363636362,0.3448275862068966,2
1243,34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,26-35,1.0,2.75,178.64705882352942,674.8888888888889,9.0,0.7777777777777778,2
1244,34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,26-35,0.7142857142857143,2.25,96.88235294117646,658.8,5.0,0.8,1
1245,42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,1,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,36-45,1.0,2.75,176.33333333333334,740.6,2.0,0.9,1
1249,30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,1,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0,26-35,1.0,2.5,42.46666666666667,1274.0,1.0,0.0,0
1251,50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,46-55,0.23809523809523808,2.5,398.52,3985.2,1.25,0.8,1
1253,31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,26-35,1.0,2.5,80.6774193548387,2501.0,1.0,1.0,1
1255,41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,36-45,0.5,2.75,133.34146341463415,911.1666666666666,2.0,0.3333333333333333,2
1257,41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,36-45,0.3333333333333333,2.25,419.0487804878049,2454.4285714285716,1.0,0.8571428571428571,2
1258,52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,46-55,0.34615384615384615,3.0,328.8269230769231,1899.888888888889,1.2857142857142858,0.8888888888888888,1
1259,40,0.0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,36-45,1.0,3.25,116.525,517.8888888888889,1.125,0.8888888888888888,1
1260,49,0.0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2,46-55,0.13636363636363635,2.75,380.9183673469388,6221.666666666667,3.0,0.6666666666666666,2
1261,27,0.0,Travel_Rarely,205,Sales,10,3,Marketing,1,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,26-35,1.0,3.75,213.66666666666666,961.5,1.5,0.3333333333333333,1
1262,38,0.0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2,36-45,0.5,3.5,103.78947368421052,1314.6666666666667,3.0,0.6666666666666666,1
1263,51,0.0,Travel_Frequently,541,Sales,2,3,Marketing,1,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,46-55,0.2857142857142857,2.25,207.76470588235293,2649.0,1.3333333333333333,0.5,2
1264,40,0.0,Travel_Rarely,896,Research & Development,2,3,Medical,1,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,36-45,0.375,3.25,58.625,781.6666666666666,3.0,0.3333333333333333,1
1265,29,0.0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,26-35,1.0,2.5,107.96551724137932,313.1,10.0,0.8,1
1266,40,0.0,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,36-45,0.09090909090909091,1.75,242.625,9705.0,1.0,0.0,1
1269,30,0.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,26-35,0.45454545454545453,3.25,203.03333333333333,1218.2,5.0,0.8,1
1271,29,0.0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,26-35,0.375,3.5,146.9655172413793,1420.6666666666667,3.0,0.6666666666666666,1
1272,35,0.0,Travel_Rarely,662,Sales,1,5,Marketing,1,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,26-35,1.0,2.25,208.42857142857142,729.5,10.0,0.8,1
1273,45,0.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,36-45,0.34615384615384615,3.5,392.22222222222223,1961.111111111111,9.0,0.3333333333333333,1
1275,43,0.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,36-45,0.4444444444444444,2.5,251.62790697674419,1352.5,8.0,0.875,2
1277,47,0.0,Travel_Rarely,359,Research & Development,2,4,Medical,1,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,46-55,0.7692307692307693,2.5,365.29787234042556,858.45,4.0,0.85,1
1278,51,0.0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,46-55,0.1724137931034483,2.5,257.6862745098039,2628.4,5.0,0.4,1
1279,46,0.0,Travel_Rarely,566,Research & Development,7,2,Medical,1,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,46-55,0.6153846153846154,3.0,235.7608695652174,1355.625,8.0,0.875,1
1280,44,1.0,Travel_Rarely,1376,Human Resources,1,2,Medical,1,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,36-45,0.8333333333333334,2.5,238.22727272727272,524.1,6.666666666666667,0.3,1
1281,29,0.0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,26-35,0.7777777777777778,3.0,556.0,2303.4285714285716,7.0,1.0,1
1282,46,0.0,Travel_Rarely,526,Sales,1,2,Marketing,1,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,46-55,1.0,2.25,227.2391304347826,435.5416666666667,1.6,0.5416666666666666,1
1285,29,1.0,Travel_Rarely,341,Sales,1,3,Medical,1,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,26-35,0.6,2.75,96.55172413793103,933.3333333333334,3.0,0.6666666666666666,1
1286,40,0.0,Travel_Rarely,759,Sales,2,2,Marketing,1,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,36-45,0.625,3.0,142.875,1143.0,5.0,0.8,1
1287,30,1.0,Travel_Frequently,334,Sales,26,4,Marketing,1,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,26-35,0.6666666666666666,2.25,223.2,1116.0,6.0,0.5,2
1288,42,0.0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,36-45,0.5,3.75,144.33333333333334,1515.5,4.0,0.75,1
1289,41,0.0,Non-Travel,509,Research & Development,2,4,Other,1,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,36-45,0.8,2.0,166.1219512195122,851.375,8.0,0.875,0
1291,42,0.0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,36-45,0.9523809523809523,3.0,425.26190476190476,893.05,10.0,0.4,0
1292,25,0.0,Travel_Rarely,622,Sales,13,1,Medical,1,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,18-25,1.0,2.75,83.84,299.42857142857144,7.0,0.5714285714285714,1
1297,31,1.0,Travel_Rarely,1365,Sales,13,4,Medical,1,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,26-35,0.3333333333333333,1.75,136.5483870967742,1411.0,3.0,0.3333333333333333,1
1299,41,0.0,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,36-45,0.625,3.25,147.1219512195122,1206.4,5.0,0.8,1
1300,36,0.0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,36-45,0.8888888888888888,3.0,150.27777777777777,338.125,3.2,0.875,1
1301,38,0.0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,36-45,0.3076923076923077,1.75,165.47368421052633,1572.0,4.0,0.75,2
1302,35,0.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,26-35,0.2857142857142857,3.25,71.6,1253.0,1.0,1.0,1
1303,45,0.0,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,36-45,1.0,3.0,124.28888888888889,372.8666666666667,3.75,0.6666666666666666,0
1304,47,0.0,Travel_Frequently,217,Sales,3,3,Medical,1,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,46-55,0.7857142857142857,3.25,292.97872340425533,625.9090909090909,2.0,0.09090909090909091,2
1305,56,0.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,55+,0.17857142857142858,3.0,356.125,3988.6,1.25,0.4,1
1307,59,0.0,Non-Travel,1420,Human Resources,2,4,Human Resources,1,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,55+,0.1,3.5,319.3898305084746,6281.333333333333,1.5,0.6666666666666666,0
1308,28,1.0,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,26-35,0.7,2.5,79.14285714285714,316.57142857142856,2.3333333333333335,1.0,1
1309,50,1.0,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,46-55,0.0,3.5,94.56,4728.0,0.0,0.0,2
1310,30,0.0,Travel_Rarely,946,Research & Development,2,3,Medical,1,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,26-35,0.0,2.75,229.23333333333332,6877.0,0.0,0.0,1
1311,30,0.0,Travel_Rarely,125,Research & Development,9,2,Medical,1,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8,26-35,1.0,2.75,73.53333333333333,220.6,10.0,0.0,1
1313,21,0.0,Non-Travel,895,Sales,9,2,Medical,1,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,18-25,1.0,2.5,124.28571428571429,870.0,1.5,0.6666666666666666,0
1314,35,1.0,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,26-35,0.8,2.5,106.94285714285714,935.75,4.0,0.5,1
1315,40,0.0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,36-45,0.7,3.25,55.325,316.14285714285717,7.0,1.0,1
1317,56,0.0,Travel_Rarely,832,Research & Development,9,3,Medical,1,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,55+,0.3333333333333333,3.0,198.26785714285714,1110.3,10.0,0.7,1
1319,46,0.0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,46-55,0.16,2.5,414.80434782608694,4770.25,4.0,0.5,1
1320,40,0.0,Travel_Rarely,905,Research & Development,19,2,Medical,1,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,36-45,0.4666666666666667,3.5,68.525,391.57142857142856,2.3333333333333335,0.2857142857142857,1
1321,46,0.0,Travel_Rarely,945,Human Resources,5,2,Medical,1,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,46-55,0.25,2.75,109.15217391304348,1255.25,4.0,0.5,1
1322,35,0.0,Travel_Rarely,776,Sales,1,4,Marketing,1,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8,26-35,0.9375,2.25,123.2,287.46666666666664,7.5,0.8666666666666667,1
1323,40,0.0,Travel_Frequently,593,Research & Development,9,4,Medical,1,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,36-45,0.9,2.5,337.475,749.9444444444445,9.0,0.3888888888888889,2
1324,36,0.0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,36-45,0.8,1.5,325.3611111111111,1464.125,8.0,0.875,0
